AÑO,MES,REGIÓN,Código Caleta,Nom_caleta,Código especie,Nom_Especie,PRECIO ($/ton),%,CANTIDAD (ton),ORIGEN INFORMACION,,DESTINO RECURSO
2016,8,12,534,PUNTA ARENAS,810,Erizo,640000,,2.86,O,BN,PP
2016,8,12,536,PUERTO NATALES ,616,Centolla,3300000,,54,O,BN,PP
2016,8,12,536,PUERTO NATALES ,810,Erizo,500000,,300,O,BN,PP
2016,8,12,536,PUERTO NATALES ,228,Congrio dorado,1400000,,10.79,B,BN,PP
2016,8,12,536,PUERTO NATALES ,425,Cholga,350000,,1.5,B,BN,CHD
2016,8,12,536,PUERTO NATALES ,616,Centolla,3500000,,57,L,BN,PP
2016,8,12,536,PUERTO NATALES ,810,Erizo,500000,,345,L,BN,PP
2016,8,12,536,PUERTO NATALES ,270,Robalo,1500000,,0.87,B,BN,CHD
2016,8,12,536,PUERTO NATALES ,260,Pejerrey de mar,3000000,,1.1,B,BN,CHD
2016,9,15,4,ARICA,284,Tiburon o marrajo,2000000,,0.1,B,BN,CHD
2016,9,15,4,ARICA,214,Bonito,1500000,,0.08,B,BN,CHD
2016,9,15,4,ARICA,234,Jurel,2000000,,0.04,B,BN,CHD
2016,9,15,4,ARICA,271,Rococó,2000000,,0.03,B,BN,CHD
2016,9,15,4,ARICA,218,Caballa,1500000,,0.02,B,BN,CHD
2016,9,15,4,ARICA,820,Piure,700000,,0.08,B,BN,CHD
2016,9,15,4,ARICA,406,Almeja,800000,,0.07,B,BN,CHD
2016,9,15,4,ARICA,214,Bonito,2000000,,0.09,B,BN,CHD
2016,9,15,4,ARICA,451,Lapa negra,2000000,,0.04,B,BN,CHD
2016,9,15,4,ARICA,406,Almeja,800000,,0.05,B,BN,CHD
2016,9,15,4,ARICA,284,Tiburon o marrajo,2500000,,0.08,B,BN,CHD
2016,9,15,4,ARICA,326,Emperador,2000000,,0.05,B,BN,CHD
2016,9,15,4,ARICA,820,Piure,800000,,0.07,B,BN,CHD
2016,9,1,8,RIQUELME,217,Bacalao de profundidad,4000000,,0.06,L,BN,CHD
2016,9,1,8,RIQUELME,230,Corvina,4500000,,0.23,L,BN,CHD
2016,9,1,8,RIQUELME,260,Pejerrey de mar,600000,,0.02,B,BN,CHD
2016,9,1,8,RIQUELME,280,Sargo,2500000,,0.03,B,BN,CHD
2016,9,1,8,RIQUELME,214,Bonito,3000000,,0.08,B,BN,CHD
2016,9,1,8,RIQUELME,211,Azulejo,1500000,,0.07,L,BN,CHD
2016,9,1,8,RIQUELME,230,Corvina,4000000,,0.04,L,BN,CHD
2016,9,2,56,TALTAL,141,Chascon o huiro negro,280000,35,1,O,BN,PP
2016,9,2,56,TALTAL,142,Huiro palo,250000,35,1,O,BN,PP
2016,9,2,56,TALTAL,451,Lapa negra,700000,,1,O,BN,PP
2016,9,2,56,TALTAL,262,Pejeperro,3500000,,1,B,BN,CHD
2016,9,2,56,TALTAL,207,Apañado,3500000,,1,B,BN,CHD
2016,9,2,56,TALTAL,227,Congrio colorado,3700000,,1,B,BN,CHD
2016,9,2,56,TALTAL,231,Dorado,3800000,,1,B - L,BN,CHD
2016,9,2,56,TALTAL,226,Cojinoba del norte,2000000,,1,B - L,BN,CHD
2016,9,2,56,TALTAL,221,Cabrilla común,2000000,,1,B,BN,CHD
2016,9,2,56,TALTAL,810,Erizo,480000,,1,O,BN,CHD - PP
2016,9,2,56,TALTAL,252,Vieja o mulata,3500000,,1,B,BN,CHD
2016,9,2,56,TALTAL,266,Albacora o pez espada,4000000,,1,O,BN,CHD
2016,9,2,56,TALTAL,485,Pulpo,1500000,,1,O,BN,CHD - PP
2016,9,2,56,TALTAL,236,Lenguado de ojos chicos,3500000,,1,B,BN,CHD - PP
2016,9,2,56,TALTAL,141,Chascon o huiro negro,280000,35,1,O,BN,PP
2016,9,2,56,TALTAL,142,Huiro palo,240000,35,1,O,BN,PP
2016,9,2,56,TALTAL,451,Lapa negra,700000,,1,B - O,BN,PP
2016,9,2,56,TALTAL,262,Pejeperro,3500000,,1,B,BN,CHD
2016,9,2,56,ANTOFAGASTA,485,Pulpo,1400000,,1,B,BN,PP
2016,9,2,56,ANTOFAGASTA,141,Chascon o huiro negro,240000,35,1,B,BN,PP
2016,9,2,56,ANTOFAGASTA,142,Huiro palo,250000,35,1,B,BN,PP
2016,9,2,56,ANTOFAGASTA,485,Pulpo,1700000,,1,B,BN,PP
2016,9,2,56,ANTOFAGASTA,141,Chascon o huiro negro,250000,35,1,B,BN,PP
2016,9,2,56,ANTOFAGASTA,142,Huiro palo,260000,35,2,B,BN,PP
2016,9,2,46,TOCOPILLA,451,Lapa negra,900000,,0.21,O,BN,PP
2016,9,2,46,TOCOPILLA,485,Pulpo,1500000,,3.09,B-O,BN,PP
2016,9,2,41,PUNTA ATALA,141,Chascon o huiro negro,230000,35,3,O,BN,PP
2016,9,2,41,PUNTA ATALA,142,Huiro palo,200000,35,2.2,O,BN,PP
2016,9,2,38,HUACHAN,485,Pulpo,1500000,,1.82,B,BN,PP
2016,9,2,38,HUACHAN,810,Erizo,300000,,3,B,BN,PP
2016,9,3,78,HUASCO,406,Almeja,1000000,,,B,BN,CHD
2016,9,3,78,HUASCO,207,Apañado,3500000,,,B,BN,CHD
2016,9,3,78,HUASCO,451,Lapa negra,1000000,,,B,BN,CHD
2016,9,3,78,HUASCO,652,Jaiba mora,300000,,,B,BN,CHD
2016,9,3,78,HUASCO,820,Piure,250000,,,B,BN,CHD
2016,9,3,78,HUASCO,234,Jurel,750000,,,B,BN,CHD
2016,9,3,78,HUASCO,227,Congrio colorado,3500000,,,B,BN,CHD
2016,9,3,78,HUASCO,425,Cholga,1500000,,,B,BN,CHD
2016,9,3,78,HUASCO,242,Merluza común,1200000,,,B,BN,CHD
2016,9,3,78,HUASCO,258,Pejegallo,1500000,,,B,BN,CHD
2016,9,3,78,HUASCO,236,Lenguado de ojos chicos,6000000,,,B,BN,CHD
2016,9,3,78,HUASCO,262,Pejeperro,1500000,,,B,BN,CHD
2016,9,3,78,HUASCO,226,Cojinoba del norte,2500000,,,B,BN,CHD
2016,9,3,78,HUASCO,230,Corvina,3000000,,,B,BN,CHD
2016,9,3,78,HUASCO,231,Dorado,3000000,,,B,BN,CHD
2016,9,3,78,HUASCO,252,Vieja o mulata,3500000,,,B,BN,CHD
2017,6,8,336,LEBU,445,Jibia o calamar rojo,250000,,452,B - L,BN,PP
2016,9,5,230,SAN ANTONIO,651,Jaiba limón,1000000,,,B,BN,CHD
2016,9,5,230,SAN ANTONIO,242,Merluza común,1000000,,,B - L,BN,CHD
2016,9,5,230,SAN ANTONIO,229,Congrio negro,1200000,,,B - L,BN,CHD
2016,9,5,230,SAN ANTONIO,227,Congrio colorado,3500000,,,B,BN,CHD
2016,9,5,230,SAN ANTONIO,282,Sierra,1500000,,,B - L,BN,CHD
2016,9,5,230,SAN ANTONIO,217,Bacalao de profundidad,1200000,,,L,BN,CHD
2016,9,8,336,SAN VICENTE,820,Piure,200000,,0.8,B,BN,CHD
2016,9,8,336,SAN VICENTE,644,Picoroco,400000,,0.25,B,BN,CHD
2016,9,8,308,COCHOLGUE,227,Congrio colorado,2800000,,0.01,B,BN,CHD
2016,9,8,308,COCHOLGUE,651,Jaiba limón,1000000,,0.01,B,BN,CHD
2016,9,8,308,COCHOLGUE,230,Corvina,2800000,,0.01,B,BN,CHD
2016,9,8,308,COCHOLGUE,282,Sierra,1300000,,0.1,B,BN,CHD
2016,9,8,308,COCHOLGUE,260,Pejerrey de mar,500000,,0.02,B,BN,CHD
2016,9,8,308,COCHOLGUE,230,Corvina,2800000,,0.02,B,BN,CHD
2016,9,8,350,LO ROJAS,654,Jaiba marmola,960000,,0.3,B - L,BN,CHD - PP
2016,9,8,350,LO ROJAS,465,Navajuela,690000,,4,B,BN,CHD - PP
2016,9,8,350,LO ROJAS,407,Taquilla,119000,,2,B,BN,CHD - PP
2016,9,8,350,LO ROJAS,658,Jaiba reina,980000,,0.1,B,BN,CHD - PP
2016,9,8,350,LO ROJAS,653,Jaiba peluda,940000,,0.1,B,BN,CHD - PP
2016,9,8,350,LO ROJAS,654,Jaiba marmola,960000,,0.2,B - L,BN,CHD  PP
2016,9,8,350,LO ROJAS,444,Huepo o navaja de mar,1130000,,6.5,B,BN,CHD  PP
2016,9,8,350,LO ROJAS,465,Navajuela,690000,,8,B,BN,CHD  PP
2016,9,8,350,LO ROJAS,234,Jurel,500000,,3,B - L,BN,CHD  PP
2016,9,8,350,LO ROJAS,407,Taquilla,119000,,4,B,BN,CHD  PP
2016,9,8,350,LO ROJAS,658,Jaiba reina,980000,,0.2,B,BN,CHD  PP
2016,9,8,350,LO ROJAS,653,Jaiba peluda,940000,,0.1,B,BN,CHD  PP
2016,9,8,374,LEBU,274,Reineta,3000000,,5,L,BN,CHD
2016,9,8,374,LEBU,274,Reineta,2500000,,10,L,BN,CHD
2016,9,8,374,LEBU,110,Cochayuyo,300000,35,6,O,BN,PP
2016,9,10,474,DALCAHUE,486,Pulpo del sur,1200000,,1.04,L,BN,PP
2016,9,10,474,DALCAHUE,435,Choro,350000,,1.2,L,BN,CHD
2016,9,10,474,DALCAHUE,406,Almeja,400000,,2.4,L,BN,PP
2016,9,10,474,DALCAHUE,444,Huepo o navaja de mar,800000,,1.32,L,BN,PP
2016,9,10,474,DALCAHUE,405,Juliana,160000,,13.51,L,BN,CHD
2016,9,10,474,DALCAHUE,440,Culengue,200000,,0.26,L,BN,
2016,9,10,474,DALCAHUE,408,Tumbao,190000,,0.18,L,BN,
2016,9,10,474,DALCAHUE,244,Merluza del sur,1000000,,0.52,L,BN,PP
2016,9,10,474,DALCAHUE,228,Congrio dorado,1200000,,0.05,L,BN,
2016,9,10,474,DALCAHUE,654,Jaiba marmola,250000,,1.4,L,BN,CHD
2016,9,10,474,DALCAHUE,616,Centolla,2700000,,0.24,L,BN,
2016,9,10,474,DALCAHUE,130,Pelillo,60000,30,7,L,BN,PP
2016,9,11,514,PUERTO AYSEN,406,Almeja,400000,,,L,,PP
2016,9,11,514,PUERTO AYSEN,486,Pulpo del sur,900000,,,L,,PP
2016,9,11,514,PUERTO AYSEN,267,Puye,8500000,,,L,,PP
2016,9,11,514,PUERTO AYSEN,425,Cholga,140000,,,L,,PP
2016,9,11,514,PUERTO AYSEN,435,Choro,140000,,,L,,PP
2016,9,11,514,PUERTO AYSEN,430,Chorito,140000,,,L,,PP
2016,9,11,514,PUERTO AYSEN,270,Robalo,700000,,,L,,PP
2016,9,11,514,PUERTO AYSEN,440,Culengue,250000,,,L,,PP
2016,9,11,514,PUERTO AYSEN,244,Merluza del sur,1100000,,,L,,PP
2016,9,11,514,PUERTO AYSEN,228,Congrio dorado,1400000,,,L,,PP
2016,9,11,514,PUERTO AYSEN,275,Sardina austral o del sur,50000,,,L,,PP
2016,9,11,514,PUERTO AYSEN,654,Jaiba marmola,170000,,,L,,PP
2016,9,11,514,PUERTO AYSEN,616,Centolla,2000000,,,L,,PP
2016,9,11,514,PUERTO AYSEN,137,Luga negra o crespa,160000,30,,L,,PP
2016,9,11,514,PUERTO AYSEN,136,Lucha cuchara o corta,290000,30,,L,,PP
2016,9,11,514,PUERTO AYSEN,810,Erizo,230000,30,,L,,PP
2016,9,11,514,PUERTO AYSEN,268,Raya volantin,1500000,,,L,,PP
2016,9,11,514,PUERTO AYSEN,406,Almeja,400000,,,L,,PP
2016,9,11,514,PUERTO AYSEN,486,Pulpo del sur,900000,,,L,,PP
2016,9,11,514,PUERTO AYSEN,267,Puye,8500000,,,L,,PP
2016,9,11,514,PUERTO AYSEN,425,Cholga,140000,,,L,,PP
2016,9,11,514,PUERTO AYSEN,435,Choro,140000,,,L,,PP
2016,9,11,514,PUERTO AYSEN,430,Chorito,140000,,,L,,PP
2016,9,11,514,PUERTO AYSEN,475,Ostion del sur,700000,,,L,,PP
2016,9,11,514,PUERTO AYSEN,440,Culengue,250000,,,L,,PP
2016,9,11,514,PUERTO AYSEN,244,Merluza del sur,1100000,,,L,,PP
2016,9,11,514,PUERTO AYSEN,228,Congrio dorado,1400000,,,L,,PP
2016,9,11,514,PUERTO AYSEN,275,Sardina austral o del sur,50000,,,L,,PP
2016,9,11,514,PUERTO AYSEN,654,Jaiba marmola,170000,,,L,,PP
2016,9,11,514,PUERTO AYSEN,616,Centolla,2000000,,,L,,PP
2016,9,11,514,PUERTO AYSEN,137,Luga negra o crespa,16000,30,,L,,PP
2016,9,11,514,PUERTO AYSEN,136,Lucha cuchara o corta,290000,30,,L,,PP
2016,9,11,514,PUERTO AYSEN,810,Erizo,230000,,,L,,PP
2016,9,11,514,PUERTO AYSEN,268,Raya volantin,1500000,,,L,,PP
2016,9,12,536,PUERTO NATALES,616,Centolla,4500000,,39,O,BN,PP
2016,9,12,536,PUERTO NATALES,270,Robalo,1500000,,0.18,B,BN,CHD
2016,9,12,536,PUERTO NATALES,430,Chorito,200000,,2.5,O,BN,CHD
2016,9,12,536,PUERTO NATALES,244,Merluza del sur,400000,,1.5,O,BN,CHD
2016,9,12,536,PUERTO NATALES,228,Congrio dorado,3000000,,0.32,B,BN,CHD
2016,9,12,536,PUERTO NATALES,406,Almeja,400000,,4.2,L,BN,PP
2016,9,12,536,PUERTO NATALES,810,Erizo,650000,,89,L,BN,PP
2016,9,12,536,PUERTO NATALES,616,Centolla,4500000,,36,O,BN,PP
2016,9,12,536,PUERTO NATALES,270,Robalo,1500000,,0.2,O,BN,CHD
2016,9,12,536,PUERTO NATALES,406,Almeja,400000,,4.2,L,BN,PP
2016,9,12,536,PUERTO NATALES,228,Congrio dorado,1500000,,3.5,B,BN,CHD
2016,9,12,536,PUERTO NATALES,430,Chorito,200000,,1.5,O,BN,CHD
2016,9,12,534,PUNTA ARENAS,616,Centolla,4500000,,0.63,O,BN,PP
2016,9,12,534,PUNTA ARENAS,616,Centolla,4798000,,7.21,O,BN,PP
2016,9,12,534,PUNTA ARENAS,620,Centollón,550000,,5.73,O,BN,PP
2016,9,12,534,PUNTA ARENAS,620,Centollón,850000,,18.41,O,BN,PP
2016,9,12,534,PUNTA ARENAS,616,Centolla,5500000,,5.81,O,BN,PP
2016,9,12,534,PUNTA ARENAS,616,Centolla,5047000,,2.98,O,BN,PP
2016,9,12,534,PUNTA ARENAS,620,Centollón,550000,,9.57,O,BN,PP
2016,9,12,534,PUNTA ARENAS,620,Centollón,850000,,12.08,O,BN,PP
2016,10,15,4,ARICA,820,Piure,600000,,0.09,B,BN,CHD
2016,10,15,4,ARICA,406,Almeja,700000,,0.07,B,BN,CHD
2016,10,15,4,ARICA,271,Rococó,1000000,,0.05,B,BN,CHD
2016,10,15,4,ARICA,435,Choro,500000,,0.06,B,BN,CHD
2016,10,15,4,ARICA,238,Lisa,1200000,,0.04,B,BN,CHD
2016,10,15,4,ARICA,271,Rococó,1000000,,0.05,B,BN,CHD
2016,10,15,4,ARICA,820,Piure,800000,,0.1,B,BN,CHD
2016,10,15,4,ARICA,406,Almeja,700000,,0.06,B,BN,CHD
2016,10,15,4,ARICA,214,Bonito,1000000,,0.04,B,BN,CHD
2016,10,15,4,ARICA,435,Choro,500000,,0.05,B,BN,CHD
2016,10,1,1,RIQUELME,266,Albacora o pez espada,5000000,,0.07,L,BN,CHD
2016,10,1,1,RIQUELME,284,Tiburon o marrajo,3000000,,0.03,L,BN,CHD
2016,10,1,1,RIQUELME,217,Bacalao de profundidad,4500000,,0.02,L,BN,CHD
2016,10,1,1,RIQUELME,211,Azulejo,1500000,,0.02,L,BN,CHD
2016,10,1,1,RIQUELME,284,Tiburon o marrajo,4000000,,0.03,L,BN,CHD
2016,10,1,1,RIQUELME,211,Azulejo,1000000,,0.02,L,BN,CHD
2016,10,1,1,RIQUELME,214,Bonito,4000000,,0.04,L,BN,CHD
2016,10,1,1,RIQUELME,266,Albacora o pez espada,6000000,,0.07,L,BN,CHD
2016,10,2,56,TALTAL,141,Chascon o huiro negro,230000,35,1,O,BN,PP
2016,10,2,56,TALTAL,142,Huiro palo,210000,30,1,O,BN,PP
2016,10,2,56,TALTAL,451,Lapa negra,600000,,1,O,BN,PP
2016,10,2,56,TALTAL,262,Pejeperro,3500000,,1,B,BN,CHD
2016,10,2,56,TALTAL,207,Apañado,3500000,,1,B,BN,CHD
2016,10,2,56,TALTAL,227,Congrio colorado,3700000,,1,B,BN,CHD
2016,10,2,56,TALTAL,231,Dorado,3800000,,1,B - L,BN,CHD
2016,10,2,56,TALTAL,226,Cojinoba del norte,2000000,,1,,BN,CHD
2016,10,2,56,TALTAL,221,Cabrilla común,2000000,,1,B,BN,CHD
2016,10,2,56,TALTAL,810,Erizo,480000,,1,O,BN,CHD - PP
2016,10,2,56,TALTAL,252,Vieja o mulata,3500000,,1,B,BN,CHD
2016,10,2,56,TALTAL,266,Albacora o pez espada,4000000,,1,O,BN,CHD
2016,10,2,56,TALTAL,485,Pulpo,1300000,,1,0,BN,CHD - PP
2016,10,2,56,TALTAL,236,Lenguado de ojos chicos,3500000,,1,B,BN,CHD
2016,10,2,56,TALTAL,141,Chascon o huiro negro,230000,35,1,O,BN,PP
2016,10,2,56,TALTAL,142,Huiro palo,210000,30,1,O,BN,PP
2016,10,2,56,TALTAL,451,Lapa negra,600000,,1,B - O,BN,PP
2016,10,2,56,TALTAL,262,Pejeperro,3500000,,1,B,BN,PP
2016,10,2,56,TALTAL,207,Apañado,3500000,,1,B,BN,PP
2016,10,2,56,TALTAL,227,Congrio colorado,3700000,,1,B,BN,PP
2016,10,2,56,TALTAL,231,Dorado,3800000,,1,B - L,BN,CHD
2016,10,2,56,TALTAL,226,Cojinoba del norte,2000000,,1,B - L,BN,CHD
2016,10,2,56,TALTAL,221,Cabrilla común,2000000,,1,B,BN,CHD
2016,10,2,56,TALTAL,252,Vieja o mulata,3500000,,1,B,BN,CHD
2016,10,2,56,TALTAL,266,Albacora o pez espada,3800000,,1,O,BN,CHD
2016,10,2,56,TALTAL,485,Pulpo,1500000,,1,B - O,BN,CHD - PP
2016,10,2,56,TALTAL,236,Lenguado de ojos chicos,3500000,,1,B,BN,CHD 
2016,10,2,60,MEJILLONES,221,Cabrilla común,1500000,,1,O,BN,CHD
2016,10,2,60,MEJILLONES,142,Huiro palo,110000,30,1,O,BN,PP
2016,10,2,60,MEJILLONES,141,Chascon o huiro negro,140000,35,1,O,BN,PP
2016,10,2,60,MEJILLONES,227,Congrio colorado,2200000,,1,B,BN,CHD
2016,10,2,60,MEJILLONES,406,Almeja,410000,,1,O,BN,CHD
2016,10,2,60,MEJILLONES,142,Huiro palo,180000,30,1,O,BN,PP
2016,10,2,60,MEJILLONES,141,Chascon o huiro negro,110000,35,1,O,BN,PP
2016,10,2,60,MEJILLONES,465,Navajuela,550000,,1,B,BN,CHD
2016,10,2,50,ANTOFAGASTA,142,Huiro palo,220000,30,1,O,BN,PP
2016,10,2,50,ANTOFAGASTA,141,Chascon o huiro negro,240000,35,1,O,BN,PP
2016,10,2,50,ANTOFAGASTA,485,Pulpo,2000000,,1,B,BN,PP
2016,10,2,50,ANTOFAGASTA,142,Huiro palo,220000,30,1,O,BN,PP
2016,10,2,50,ANTOFAGASTA,141,Chascon o huiro negro,240000,35,1,O,BN,PP
2016,10,2,50,ANTOFAGASTA,485,Pulpo,2000000,,2,B,BN,PP
2016,10,2,46,TOCOPILLA,451,Lapa negra,900000,,0.11,O,BN,PP
2016,10,2,46,TOCOPILLA,485,Pulpo,1600000,,1.08,O,BN,PP
2016,10,2,41,PUNTA ATALA,141,Chascon o huiro negro,220000,35,6.11,O,BN,PP
2016,10,2,41,PUNTA ATALA,142,Huiro palo,200000,30,3,O,BN,PP
2016,10,2,38,HUACHAN,810,Erizo,300000,,4,B,BN,PP
2016,10,3,78,HUASCO,406,Almeja,1000000,,,B,BN,CHD
2016,10,3,78,HUASCO,207,Apañado,1200000,,,B,BN,CHD
2016,10,3,78,HUASCO,451,Lapa negra,1000000,,,B,BN,CHD
2016,10,3,78,HUASCO,652,Jaiba mora,300000,,,B,BN,CHD
2016,10,3,78,HUASCO,820,Piure,250000,,,B,BN,CHD
2016,10,3,78,HUASCO,234,Jurel,750000,,,B,BN,CHD
2016,10,3,78,HUASCO,242,Merluza común,1200000,,,B,BN,CHD
2016,10,3,78,HUASCO,258,Pejegallo,1500000,,,B,BN,CHD
2016,10,3,78,HUASCO,236,Lenguado de ojos chicos,6000000,,,B,BN,CHD
2016,10,3,78,HUASCO,262,Pejeperro,1500000,,,B,BN,CHD
2016,10,3,78,HUASCO,226,Cojinoba del norte,2500000,,,B,BN,CHD
2016,10,3,78,HUASCO,231,Dorado,3000000,,,B,BN,CHD
2016,10,3,78,HUASCO,252,Vieja o mulata,3500000,,,B,BN,CHD
2016,10,3,78,HUASCO,406,Almeja,1000000,,,B,BN,CHD
2016,10,3,78,HUASCO,207,Apañado,1200000,,,B,BN,CHD
2016,10,3,78,HUASCO,451,Lapa negra,1000000,,,B,BN,CHD
2016,10,3,78,HUASCO,652,Jaiba mora,300000,,,B,BN,CHD
2016,10,3,78,HUASCO,820,Piure,250000,,,B,BN,CHD
2016,10,3,78,HUASCO,234,Jurel,750000,,,B,BN,CHD
2016,10,3,78,HUASCO,227,Congrio colorado,3500000,,,B,BN,CHD
2016,6,8,350,LO ROJAS,445,Jibia o calamar rojo,119000,,60,L,BN,CHD - PP
2016,10,5,230,SAN ANTONIO,651,Jaiba limón,1000000,,,B,BN,CHD
2016,10,5,230,SAN ANTONIO,229,Congrio negro,1200000,,,B - L,BN,CHD
2016,10,5,230,SAN ANTONIO,227,Congrio colorado,3500000,,,B,BN,CHD
2016,10,5,230,SAN ANTONIO,282,Sierra,1500000,,,B - L,BN,CHD
2016,10,5,230,SAN ANTONIO,266,Albacora o pez espada,3500000,,,L,BN,PP
2016,10,6,246,BUCALEMU,242,Merluza común,714000,,0.25,B,BN,CHD
2016,10,6,246,BUCALEMU,242,Merluza común,556000,,0.42,B,BN,CHD
2016,10,7,268,DUAO,242,Merluza común,740700,,,B,BN,CHD
2016,10,7,268,DUAO,242,Merluza común,556000,,,B,BN,CHD
2016,10,7,268,DUAO,242,Merluza común,926000,,,B,BN,CHD
2016,10,7,268,DUAO,242,Merluza común,740700,,,B,BN,CHD
2016,10,7,268,DUAO,242,Merluza común,889000,,,B,BN,CHD
2016,10,7,268,DUAO,242,Merluza común,555600,,,B,BN,CHD
2016,10,7,268,DUAO,242,Merluza común,444400,,,B,BN,CHD
2016,10,7,268,DUAO,242,Merluza común,740700,,,B,BN,CHD
2016,10,7,268,DUAO,242,Merluza común,740700,,,B,BN,CHD
2016,10,7,286,CURANIPE,242,Merluza común,722222,,,B,BN,CHD
2016,10,7,286,CURANIPE,242,Merluza común,860741,,2.32,B,BN,CHD
2016,10,8,336,SAN VICENTE,820,Piure,200000,,,B,BN,CHD
2016,10,8,336,SAN VICENTE,644,Picoroco,400000,,,B,BN,CHD
2016,10,8,336,SAN VICENTE,820,Piure,200000,,0.65,B,BN,CHD
2016,10,8,308,COCHOLGUE,227,Congrio colorado,2500000,,0.07,B,BN,CHD
2016,10,8,308,COCHOLGUE,221,Cabrilla común,2000000,,0.03,B,BN,CHD
2016,10,8,308,COCHOLGUE,242,Merluza común,642000,,0.03,B,BN,CHD
2016,10,8,310,TOME,406,Almeja,2000000,,0.03,B,BN,CHD
2016,10,8,310,TOME,260,Pejerrey de mar,600000,,0.01,B,BN,CHD
2016,10,8,310,TOME,242,Merluza común,535000,,0.42,B,BN,CHD
2016,10,8,350,LO ROJAS,654,Jaiba marmola,960000,,0.1,B - L,BN,CHD - PP
2016,10,8,350,LO ROJAS,465,Navajuela,690000,,12,B,BN,CHD - PP
2016,10,8,350,LO ROJAS,407,Taquilla,119000,,5,B,BN,CHD - PP
2016,10,8,350,LO ROJAS,653,Jaiba peluda,940000,,0.1,B,BN,CHD - PP
2016,10,8,350,LO ROJAS,654,Jaiba marmola,960000,,0.1,B,BN,CHD - PP
2016,10,8,350,LO ROJAS,465,Navajuela,690000,,9,B,BN,CHD - PP
2016,10,8,350,LO ROJAS,407,Taquilla,119000,,2,B,BN,CHD - PP
2016,10,8,350,LO ROJAS,658,Jaiba reina,980000,,0.1,B,BN,CHD - PP
2016,10,8,350,LO ROJAS,653,Jaiba peluda,940000,,0.3,B,BN,CHD - PP
2016,10,8,374,LEBU,274,Reineta,3000000,,1,L,BN,CHD
2016,10,8,374,LEBU,141,Chascon o huiro negro,50000,35,22,O,BN,PP
2016,10,10,474,DALCAHUE,406,Almeja,400000,,0.88,L,BN,CHD
2016,10,10,474,DALCAHUE,274,Reineta,1800000,,1.81,L,BN,PP
2016,10,10,474,DALCAHUE,654,Jaiba marmola,250000,,2.5,L,BN,CHD
2016,10,10,474,DALCAHUE,616,Centolla,3000000,,0.19,L,BN,CHD
2016,10,10,474,DALCAHUE,258,Pejegallo,450000,,2.03,L,BN,CHD
2016,10,10,474,DALCAHUE,405,Juliana,18/0000,,13.19,L,BN,PP
2016,10,10,474,DALCAHUE,244,Merluza del sur,1000000,,0.3,L,BN,PP
2016,10,10,474,DALCAHUE,228,Congrio dorado,1200000,,0.3,L,BN,PP
2016,10,11,514,PUERTO AYSEN,406,Almeja,400000,,,L,,PP
2016,10,11,514,PUERTO AYSEN,486,Pulpo del sur,900000,,,L,,PP
2016,10,11,514,PUERTO AYSEN,268,Raya volantin,8500000,,,L,,PP
2016,10,11,514,PUERTO AYSEN,425,Cholga,140000,,,L,,PP
2016,10,11,514,PUERTO AYSEN,435,Choro,140000,,,L,,PP
2016,10,11,514,PUERTO AYSEN,430,Chorito,140000,,,L,,PP
2016,10,11,514,PUERTO AYSEN,270,Robalo,700000,,,L,,PP
2016,10,11,514,PUERTO AYSEN,440,Culengue,250000,,,L,,PP
2016,10,11,514,PUERTO AYSEN,244,Merluza del sur,1100000,,,L,,PP
2016,10,11,514,PUERTO AYSEN,228,Congrio dorado,1400000,,,L,,PP
2016,10,11,514,PUERTO AYSEN,275,Sardina austral o del sur,50000,,,L,,PP
2016,10,11,514,PUERTO AYSEN,654,Jaiba marmola,170000,,,L,,PP
2016,10,11,514,PUERTO AYSEN,616,Centolla,2000000,,,L,,PP
2016,10,11,514,PUERTO AYSEN,137,Luga negra o crespa,160000,30,,L,,PP
2016,10,11,514,PUERTO AYSEN,136,Lucha cuchara o corta,290000,30,,L,,PP
2016,10,11,514,PUERTO AYSEN,810,Erizo,230000,30,,L,,PP
2016,10,11,514,PUERTO AYSEN,268,Raya volantin,1500000,,,L,,PP
2016,10,12,534,PUNTA ARENAS,616,Centolla,5217000,,2.71,O,BN,PP
2016,10,12,534,PUNTA ARENAS,616,Centolla,5000000,,2.12,O,BN,PP
2016,10,12,534,PUNTA ARENAS,620,Centollón,850000,,19.15,O,BN,PP
2016,10,12,534,PUNTA ARENAS,620,Centollón,550000,,4.44,O,BN,PP
2016,10,12,534,PUNTA ARENAS,616,Centolla,5777700,,4.87,O,BN,PP
2016,10,12,534,PUNTA ARENAS,616,Centolla,6048000,,4.39,O,BN,PP
2016,10,12,534,PUNTA ARENAS,616,Centolla,5700000,,1.09,O,BN,PP
2016,10,12,534,PUNTA ARENAS,620,Centollón,850000,,0.39,O,BN,PP
2016,10,12,534,PUNTA ARENAS,620,Centollón,800000,,0.52,O,BN,PP
2016,10,12,536,PUERTO NATALES,616,Centolla,4800000,,50,L,BN,PP
2016,10,12,536,PUERTO NATALES,260,Pejerrey de mar,3000000,,0.2,B,BN,CHD
2016,10,12,536,PUERTO NATALES,270,Robalo,1500000,,0.1,B,BN,CHD
2016,10,12,536,PUERTO NATALES,616,Centolla,5000000,,78,L,BN,PP
2016,10,12,536,PUERTO NATALES,228,Congrio dorado,2300000,,3.9,B,BN,PP
