AÑO,MES,REGIÓN,Código Caleta,Nom_caleta,Código especie,Nom_Especie,PRECIO ($/ton),%,CANTIDAD (ton),ORIGEN INFORMACION,,DESTINO RECURSO
2015,1,15,4,ARICA,254,Palometa,1500000,,0.7,B,BN,CHD
2015,1,15,4,ARICA,820,Piure,1000000,,0.05,B,BN,CHD
2015,1,15,4,ARICA,254,Palometa,1500000,,0.1,B,BN,CHD
2015,1,15,4,ARICA,820,Piure,1000000,,0.07,B,BN,CHD
2015,1,15,4,ARICA,406,Almeja,1000000,,0.03,B,BN,CHD
2015,1,15,4,ARICA,238,Lisa,1500000,,0.02,B,BN,CHD
2015,1,1,8,RIQUELME,231,Dorado,1800000,,0.4,L,BN,CHD
2015,1,1,8,RIQUELME,260,Pejerrey de mar,1000000,,0.12,B,BN,CHD
2015,1,2,46,TOCOPILLA,284,Tiburón o marrajo,1300000,,1.5,L,BN,CHD
2015,1,2,46,TOCOPILLA,211,Azulejo,500000,,1,L,BN,CHD
2015,1,2,46,TOCOPILLA,142,Huiro palo,240000,30,2,O,BN,PP
2015,1,2,46,TOCOPILLA,141,Huiro negro,160000,30,3,O,BN,PP
2015,1,2,60,MEJILLONES,141,Huiro negro,200000,30,5,O,BN,PP
2015,1,2,60,MEJILLONES,141,Huiro negro,200000,30,4.08,O,BN,PP
2015,1,2,60,MEJILLONES,142,Huiro palo,230000,30,4.23,O,BN,PP
2015,1,2,60,MEJILLONES,415,Caracol locate,2000000,,0.758,O,BN,PP
2015,1,2,56,TALTAL,141,Huiro negro,150000,30,3,O,BN,PP
2015,1,2,56,TALTAL,451,Lapa negra,500000,,0.025,O,BN,PP
2015,1,2,56,TALTAL,236,Lenguado,3500000,,0.02,B,BN,CHD
2015,1,2,56,TALTAL,252,Vieja o mulata,3000000,,0.07,B,BN,CHD
2015,1,2,56,TALTAL,262,Pejeperro,2500000,,0.018,B,BN,CHD
2015,1,2,56,TALTAL,207,Apañado,2500000,,0.02,B,BN,CHD
2015,1,2,56,TALTAL,141,Huiro negro,130000,30,2,O,BN,PP
2015,1,2,56,TALTAL,142,Huiro palo,180000,30,0.3,O,BN,PP
2015,1,2,56,TALTAL,451,Lapa negra,500000,,0.019,O,BN,PP
2015,1,2,56,TALTAL,227,Congrio colorado,3000000,,0.04,B,BN,CHD
2015,1,2,56,TALTAL,226,Cojinoba del norte,2000000,,0.05,B,BN,CHD
2015,1,2,56,TALTAL,220,Cabrilla,1800000,,0.008,B,BN,CHD
2015,1,2,56,TALTAL,231,Dorado,2500000,,0.03,B,BN,CHD
2015,1,2,50,ANTOFAGASTA,141,Huiro negro,200000,30,1,O,BN,PP
2015,1,2,50,ANTOFAGASTA,142,Huiro palo,200000,30,0.5,O,BN,PP
2015,1,2,50,ANTOFAGASTA,451,Lapa negra,1000000,,0.001,O,BN,CHD
2015,1,2,50,ANTOFAGASTA,406,Almeja,1000000,,0.001,O,BN,CHD
2015,1,2,50,ANTOFAGASTA,214,Bonito,1000000,,0.003,B,BN,CHD
2015,1,2,50,ANTOFAGASTA,280,Sargo,5000000,,0.006,B,BN,CHD
2015,1,2,50,ANTOFAGASTA,234,Jurel,3000000,,0.01,B,BN,CHD
2015,1,2,50,ANTOFAGASTA,227,Congrio colorado,4500000,,0.006,B,BN,CHD
2015,1,2,50,ANTOFAGASTA,231,Dorado,4500000,,0.005,B,BN,CHD
2015,1,2,50,ANTOFAGASTA,226,Cojinoba del norte,1000000,,0.005,B,BN,CHD
2015,1,2,50,ANTOFAGASTA,220,Cabrilla,1000000,,0.004,B,BN,CHD
2015,1,2,50,ANTOFAGASTA,406,Almeja,1000000,,0.003,B,BN,CHD
2015,1,2,50,ANTOFAGASTA,415,Caracol locate,5000000,,0.006,B,BN,CHD
2015,1,2,50,ANTOFAGASTA,285,Tomoyo,4000000,,0.006,B,BN,CHD
2015,1,2,50,ANTOFAGASTA,451,Lapa negra,1000000,,0.007,B,BN,CHD
2015,1,4,122,COQUIMBO,242,Merluza común,2000000,,0.37,B,BN,CHD
2015,1,4,122,COQUIMBO,227,Congrio colorado,4000000,,0.13,B,BN,CHD
2015,1,4,122,COQUIMBO,234,Jurel,2000000,,0.13,B,BN,CHD
2015,1,4,122,COQUIMBO,229,Congrio negro,2500000,,0.03,B,BN,CHD
2015,1,4,122,COQUIMBO,236,Lenguado,5000000,,0.03,B,BN,CHD
2015,1,4,122,COQUIMBO,219,Cabinza,1000000,,0.02,B,BN,CHD
2015,1,4,122,COQUIMBO,230,Corvina,3000000,,0.04,B,BN,CHD
2015,1,4,122,COQUIMBO,282,Sierra,1500000,,0.08,B,BN,CHD
2015,1,4,122,COQUIMBO,242,Merluza común,2000000,,0.44,B,BN,CHD
2015,1,4,122,COQUIMBO,252,Vieja o mulata,3000000,,0.03,B,BN,CHD
2015,1,4,122,COQUIMBO,254,Palometa,3000000,,0.06,B,BN,CHD
2015,1,4,122,COQUIMBO,234,Jurel,2000000,,0.21,B,BN,CHD
2015,1,4,122,COQUIMBO,226,Cojinoba del norte,2800000,,0.04,B,BN,CHD
2015,1,4,122,COQUIMBO,238,Lisa,1800000,,0.01,B,BN,CHD
2015,1,5,230,PUERTECITO,651,Jaiba limón,900000,,,B,BN,CHD
2015,1,5,230,PUERTECITO,242,Merluza común,1200000,,,B - L,BN,CHD
2015,1,5,230,PUERTECITO,229,Congrio negro,1600000,,,B - L,BN,CHD
2015,1,5,230,PUERTECITO,236,Lenguado,5000000,,,B,BN,CHD
2015,1,5,230,PUERTECITO,282,Sierra,1200000,,,B - L,BN,CHD
2015,1,5,230,PUERTECITO,651,Jaiba limón,1500000,,,B,BN,CHD
2015,1,6,256,BOCA DE RAPEL,230,Corvina,3500000,,0.03,B,BN,CHD
2015,1,6,256,BOCA DE RAPEL,435,Choro,500000,,0.45,B,BN,CHD
2015,1,6,246,PICHILEMU,230,Corvina,3000000,,0.3,B,BN,CHD
2015,1,6,246,PICHILEMU,282,Sierra,1000000,,0.1,B,BN,CHD
2015,1,6,246,PICHILEMU,282,Sierra,1000000,,0.2,B,BN,CHD
2015,1,6,246,PICHILEMU,242,Merluza común,1000000,,0.084,B,BN,CHD
2015,1,6,251,BUCALEMU,242,Merluza común,357142,,1.092,B,BN,CHD
2015,1,8,336,SAN VICENTE,644,Picoroco,450000,,0.2,B,BN,CHD
2015,1,8,336,SAN VICENTE,820,Piure,250000,,0.1,B,BN,CHD
2015,1,8,336,SAN VICENTE,242,Merluza común,428000,,1.2,L,BN,CHD
2015,1,8,336,SAN VICENTE,242,Merluza común,571000,,2.8,L,BN,CHD
2015,1,8,336,SAN VICENTE,644,Picoroco,500000,,0.3,B,BN,CHD
2015,1,8,336,SAN VICENTE,820,Piure,250000,,0.75,B,BN,CHD
2015,1,8,310,TOME,282,Sierra,520000,,0.07,B,BN,CHD
2015,1,8,310,TOME,236,Lenguado,3500000,,0.015,B,BN,CHD
2015,1,8,310,TOME,270,Robalo,2000000,,0.03,B,BN,CHD
2015,1,8,310,TOME,425,Cholga,800000,,0.2,B,BN,CHD
2015,1,8,310,TOME,242,Merluza común,330000,,0.074,B,BN,CHD
2015,1,8,350,LO ROJAS,655,Jaiba remadora,820000,,1.7,B - L,BN,CHD -PP
2015,1,8,350,LO ROJAS,260,Pejerrey de mar,250000,,0.2,B - L,BN,CHD -PP
2015,1,8,350,LO ROJAS,227,Congrio colorado,2900000,,0.5,B,BN,CHD
2015,1,8,350,LO ROJAS,229,Congrio negro,1600000,,0.4,B,BN,CHD
2015,1,8,350,LO ROJAS,654,Jaiba marmola,960000,,0.9,B - L,BN,CHD - PP
2015,1,8,350,LO ROJAS,444,Huepo o navaja de mar,1050000,,5,B,BN,CHD - PP
2015,1,8,350,LO ROJAS,465,Navajuela,500000,,3.2,B,BN,CHD - PP
2015,1,8,350,LO ROJAS,406,Almeja,250000,,0.3,B,BN,CHD
2015,1,8,350,LO ROJAS,213,Blanquillo,400000,,0.3,B,BN,CHD
2015,1,8,350,LO ROJAS,234,Jurel,510000,,0.7,B - L,BN,CHD-PP
2015,1,8,350,LO ROJAS,407,Taquilla,80000,,2.4,B,BN,CHD-PP
2015,1,8,350,LO ROJAS,258,Pejegallo,750000,,0.3,L,BN,CHD -PP
2015,1,8,350,LO ROJAS,230,Corvina,2900000,,0.4,B - L,BN,CHD
2015,1,8,350,LO ROJAS,658,Jaiba reina,980000,,0.7,B,BN,CHD-PP
2015,1,8,350,LO ROJAS,820,Piure,500000,,0.2,B,BN,CHD
2015,1,8,350,LO ROJAS,653,Jaiba peluda,940000,,0.7,B,BN,CHD - PP
2015,1,8,350,LO ROJAS,236,Lenguado,4900000,,0.1,B,BN,CHD
2015,1,8,350,LO ROJAS,274,Reineta,1200000,,4.8,B - L,BN,CHD - PP
2015,1,8,350,LO ROJAS,655,Jaiba remadora,820000,,0.1,B -L,BN,CHD - PP
2015,1,8,350,LO ROJAS,227,Congrio colorado,3000000,,0.6,B,BN,CHD
2015,1,8,350,LO ROJAS,229,Congrio negro,1800000,,1.9,B,BN,CHD
2015,1,8,350,LO ROJAS,654,Jaiba marmola,960000,,0.9,B - L,BN,CHD - PP
2015,1,8,350,LO ROJAS,444,Huepo o navaja de mar,1050000,,5.7,B,BN,CHD - PP
2015,1,8,350,LO ROJAS,465,Navajuela,500000,,0.2,B,BN,CHD - PP
2015,1,8,350,LO ROJAS,406,Almeja,250000,,0.1,B,BN,CHD
2015,1,8,350,LO ROJAS,407,Taquilla,80000,,2.3,B,BN,CHD - PP
2015,1,8,350,LO ROJAS,242,Merluza común,1400000,,3.8,L,BN,CHD - PP
2015,1,8,350,LO ROJAS,258,Pejegallo,750000,,0.05,L,BN,CHD - PP
2015,1,8,350,LO ROJAS,230,Corvina,3100000,,1.7,B - L,BN,CHD
2015,1,8,350,LO ROJAS,658,Jaiba reina,980000,,0.1,B,BN,CHD - PP
2015,1,8,350,LO ROJAS,820,Piure,500000,,0.2,B,BN,CHD
2015,1,8,350,LO ROJAS,653,Jaiba peluda,940000,,1.1,B,BN,CHD - PP
2015,1,8,350,LO ROJAS,236,Lenguado,4900000,,0.1,B,BN,CHD
2015,1,8,350,LO ROJAS,274,Reineta,1400000,,4.4,B - L,BN,CHD - PP
2015,1,8,374,LEBU,110,Cochayuyo,150000,30,3,O,BN,PP
2015,1,8,374,LEBU,137,Luga negra,600000,30,3,O,BN,PP
2015,1,8,374,LEBU,274,Reineta,500000,,67,B - L,BN,CHD
2015,1,9,388,QUEULE,230,Corvina,1000000,,1,L,BN,CHD
2015,1,9,388,QUEULE,258,Pejegallo,600000,,1,L,BN,CHD
2015,1,9,388,QUEULE,274,Reineta,600000,,1,L,BN,CHD
2015,1,9,388,QUEULE,242,Merluza común,450000,,1,L,BN,CHD
2015,1,10,474,DALCAHUE,435,Choro,400000,,0.15,L,BN,PP
2015,1,10,474,DALCAHUE,137,Luga negra,500000,30,0.35,L,BN,PP
2015,1,10,474,DALCAHUE,282,Sierra,800000,,1.8,L,BN,CHD
2015,1,10,474,DALCAHUE,405,Juliana o tawera,170000,,11,L,BN,PP
2015,1,10,474,DALCAHUE,274,Reineta,300000,,17,L,BN,CHD
2015,1,10,474,DALCAHUE,228,Congrio dorado,1800000,,5,L,BN,CHD
2015,1,10,474,DALCAHUE,444,Huepo o navaja de mar,850000,,0.2,L,BN,CHD
2015,1,10,474,DALCAHUE,425,Cholga,90000,,0.25,L,BN,CHD
2015,1,10,474,DALCAHUE,460,Macha,1400000,,0.4,L,BN,CHD
2015,1,10,474,DALCAHUE,654,Jaiba marmola,260000,,4,L,BN,PP
2015,1,10,474,DALCAHUE,654,Jaiba marmola,230000,,0.4,L,BN,PP
2015,1,10,474,DALCAHUE,654,Jaiba marmola,220000,,0.2,L,BN,PP
2015,1,10,474,DALCAHUE,405,Juliana o tawera,170000,,11,L,BN,PP
2015,1,10,474,DALCAHUE,274,Reineta,300000,,17,L,BN,CHD
2015,1,10,474,DALCAHUE,228,Congrio dorado,1800000,,5,L,BN,CHD
2015,1,10,474,DALCAHUE,444,Huepo o navaja de mar,850000,,0.2,L,BN,PP
2015,1,10,573,LA VEGA,435,Choro,1000000,,0.75,L,BN,CHD
2015,1,10,573,LA VEGA,408,Tumbao,215000,,0.726,L,BN,PP
2015,1,10,573,LA VEGA,440,Culengue,450000,,0.4,L,BN,PP
2015,1,10,494,QUELLÓN,406,Almeja,300000,,0.6,L,BN,CHD
2015,1,10,494,QUELLÓN,406,Almeja,330000,,1.95,L,BN,CHD
2015,1,10,494,QUELLÓN,406,Almeja,330000,,3,L,BN,CHD
2015,1,11,514,PUERTO AYSEN,406,Almeja,400000,,,L,,PP
2015,1,11,514,PUERTO AYSEN,486,Pulpo del Sur,900000,,,L,,PP
2015,1,11,514,PUERTO AYSEN,267,Puye,2500000,,,L,,PP
2015,1,11,514,PUERTO AYSEN,440,Culengue,250000,,,L,,PP
2015,1,11,514,PUERTO AYSEN,244,Merluza del sur,1100000,,,L,,PP
2015,1,11,514,PUERTO AYSEN,228,Congrio dorado,1000000,,,L,,PP
2015,1,11,514,PUERTO AYSEN,268,Raya,900000,,,L,,PP
2015,1,11,514,PUERTO AYSEN,275,Sardina austral,50000,,,L,,PP
2015,1,11,514,PUERTO AYSEN,616,Centolla,2400000,,,L,,PP
2015,1,11,514,PUERTO AYSEN,137,Luga negra,160000,30,,L,,PP
2015,1,11,514,PUERTO AYSEN,136,Luga roja,290000,30,,L,,PP
2015,1,11,514,PUERTO AYSEN,810,Erizo,210000,,,L,,PP
2015,1,11,514,PUERTO AYSEN,406,Almeja,400000,,,L,,PP
2015,1,11,514,PUERTO AYSEN,486,Pulpo del Sur,900000,,,L,,PP
2015,1,11,514,PUERTO AYSEN,267,Puye,2500000,,,L,,PP
2015,1,11,514,PUERTO AYSEN,440,Culengue,250000,,,L,,PP
2015,1,11,514,PUERTO AYSEN,244,Merluza del sur,1100000,,5.51,L,,PP
2015,1,11,514,PUERTO AYSEN,228,Congrio dorado,1000000,,,L,,PP
2015,1,11,514,PUERTO AYSEN,268,Raya,1000000,,,L,,PP
2015,1,11,514,PUERTO AYSEN,275,Sardina austral,50000,,93.95,L,,PP
2015,1,11,514,PUERTO AYSEN,616,Centolla,2400000,,,L,,PP
2015,1,11,514,PUERTO AYSEN,137,Luga negra,160000,,,L,,PP
2015,1,11,514,PUERTO AYSEN,136,Luga roja,290000,30,,L,,PP
2015,1,11,514,PUERTO AYSEN,810,Erizo,210000,,,L,,PP
2015,1,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,550000,,2.99,O,BN,PP
2015,1,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,550000,,2.87,O,BN,PP
2015,1,12,536,PUERTO NATALES,270,Robalo,1000000,,0.2,B,BN,CHD
2015,1,12,536,PUERTO NATALES,270,Robalo,1000000,,0.1,B,BN,CHD
2015,2,15,4,ARICA,451,Lapa negra,1500000,,0.08,B,BN,CHD
2015,2,15,4,ARICA,415,Caracol locate,1500000,,0.07,B,BN,CHD
2015,2,15,4,ARICA,406,Almeja,1000000,,0.03,B,BN,CHD
2015,2,15,4,ARICA,435,Choro,1000000,,0.03,B,BN,CHD
2015,2,15,4,ARICA,254,Palometa,1600000,,0.7,B,BN,CHD
2015,2,15,4,ARICA,820,Piure,1000000,,0.05,B,BN,CHD
2015,2,15,4,ARICA,204,Breca,200000,,0.02,B,BN,CHD
2015,2,15,4,ARICA,285,Tomoyo,3000000,,0.01,B,BN,CHD
2015,2,15,4,ARICA,254,Palometa,2000000,,0.1,B,BN,CHD
2015,2,15,4,ARICA,280,Sargo,3000000,,0.01,B,BN,CHD
2015,2,15,4,ARICA,239,Jerguilla,1000000,,0.01,B,BN,CHD
2015,2,15,4,ARICA,260,Pejerrey de mar,1000000,,0.005,B,BN,CHD
2015,2,15,4,ARICA,234,Jurel,1500000,,0.002,B,BN,CHD
2015,2,15,4,ARICA,425,Cholga,1000000,,0.005,B,BN,CHD
2015,2,15,4,ARICA,406,Almeja,1000000,,0.005,B,BN,CHD
2015,2,15,4,ARICA,415,Caracol locate,1000000,,0.07,B,BN,CHD
2015,2,15,4,ARICA,451,Lapa negra,1500000,,0.08,B,BN,CHD
2015,2,1,8,RIQUELME,231,Dorado,1500000,,0.08,L,BN,CHD
2015,2,1,10,CAVANCHA,291,Vilagay,1500000,,0.1,B,BN,CHD
2015,2,1,10,CAVANCHA,284,Tiburón o marrajo,1700000,,0.15,L,BN,CHD
2015,2,1,10,CAVANCHA,211,Azulejo,700000,,0.2,L,BN,CHD
2015,2,1,10,CAVANCHA,284,Tiburón o marrajo,1700000,,0.5,L,BN,CHD
2015,2,2,46,TOCOPILLLA,451,Lapa negra,800000,,0.7,B,BN,PP
2015,2,2,46,TOCOPILLLA,142,Huiro palo,300000,30,0.5,O,BN,PP
2015,2,2,46,TOCOPILLLA,141,Huiro negro,140000,30,1,O,BN,PP
2015,2,2,46,TOCOPILLLA,145,Huiro,50000,30,2,O,BN,PP
2015,2,2,46,TOCOPILLLA,810,Erizo,320000,,1,B,BN,PP
2015,2,2,60,MEJILLONES,141,Huiro negro,200000,30,5.5,O,BN,PP
2015,2,2,60,MEJILLONES,142,Huiro palo,400000,30,1.1,O,BN,PP
2015,2,2,60,MEJILLONES,141,Huiro negro,150000,30,4.4,O,BN,PP
2015,2,2,56,TALTAL,141,Huiro negro,150000,30,2,O,BN,PP
2015,2,2,56,TALTAL,451,Lapa negra,500000,,0.02,O,BN,PP
2015,2,2,56,TALTAL,142,Huiro palo,300000,30,0.2,O,BN,PP
2015,2,2,56,TALTAL,236,Lenguado,3500000,,0.015,B,BN,CHD
2015,2,2,56,TALTAL,226,Cojinoba del norte,2000000,,0.08,B,BN,CHD
2015,2,2,56,TALTAL,227,Congrio colorado,3000000,,0.2,B,BN,CHD
2015,2,2,56,TALTAL,141,Huiro negro,130000,30,2,O,BN,PP
2015,2,2,56,TALTAL,142,Huiro palo,180000,30,0.3,O,BN,PP
2015,2,2,56,TALTAL,451,Lapa negra,500000,,0.019,O,BN,PP
2015,2,2,56,TALTAL,227,Congrio colorado,3000000,,0.04,B,BN,CHD
2015,2,2,56,TALTAL,226,Cojinoba del norte,2000000,,0.07,B,BN,CHD
2015,2,2,50,ANTOFAGASTA,141,Huiro negro,160000,30,1,O,BN,PP
2015,2,2,50,ANTOFAGASTA,142,Huiro palo,250000,30,1,O,BN,PP
2015,2,2,50,ANTOFAGASTA,141,Huiro negro,150000,33,1,O,BN,PP
2015,2,2,50,ANTOFAGASTA,142,Huiro palo,200000,30,1,O,BN,PP
2015,2,4,122,COQUIMBO,242,Merluza común,1800000,,0.34,B,BN,CHD
2015,2,4,122,COQUIMBO,227,Congrio colorado,3500000,,0.213,B,BN,CHD
2015,2,4,122,COQUIMBO,236,Lenguado,4200000,,0.01,B,BN,CHD
2015,2,4,122,COQUIMBO,230,Corvina,2500000,,0.12,B,BN,CHD
2015,2,4,122,COQUIMBO,282,Sierra,1700000,,0.11,B,BN,CHD
2015,2,4,122,COQUIMBO,820,Piure,1000000,,0.01,B,BN,CHD
2015,2,4,122,COQUIMBO,242,Merluza común,1800000,,0.71,B,BN,CHD
2015,2,5,230,SAN ANTONIO,654,Jaiba marmola,900000,,,B,BN,CHD
2015,2,5,230,SAN ANTONIO,242,Merluza común,1000000,,,B - L,BN,CHD
2015,2,5,230,SAN ANTONIO,229,Congrio negro,1900000,,,B - L,BN,CHD
2015,2,5,230,SAN ANTONIO,236,Lenguado,5000000,,,B,BN,CHD
2015,2,5,230,SAN ANTONIO,282,Sierra,1200000,,,B - L,BN,CHD
2015,2,5,230,SAN ANTONIO,230,Corvina,2300000,,,B,BN,CHD
2015,2,5,230,SAN ANTONIO,217,Bacalao de profundidad,9100000,,,L,BN,CHD
2015,2,5,230,SAN ANTONIO,234,Jurel,900000,,,B-L,BN,CHD
2015,2,6,254,BUCALEMU,274,Reineta,600000,,0.512,B,BN,CHD
2015,2,6,254,BUCALEMU,242,Merluza común,535714,,0.112,B,BN,CHD
2015,2,6,246,PICHILEMU,242,Merluza común,357142,,2.8,B,BN,CHD
2015,2,7,286,CURANIPE,242,Merluza común,231111,,0.78,B,BN,CHD
2015,2,8,336,SAN VICENTE,644,Picoroco,450000,,0.4,B,BN,CHD
2015,2,8,336,SAN VICENTE,820,Piure,250000,,0.65,B,BN,CHD
2015,2,8,336,SAN VICENTE,644,Picoroco,450000,,0.3,B,BN,CHD
2015,2,8,336,SAN VICENTE,820,Piure,250000,,0.75,B,BN,CHD
2015,2,8,310,TOME,227,Congrio colorado,2000000,,0.06,B,BN,CHD
2015,2,8,310,TOME,444,Huepo o navaja de mar,700000,,0.05,B,BN,CHD
2015,2,8,304,DICHATO,425,Cholga,1250000,,0.1,B,BN,CHD
2015,2,8,304,DICHATO,274,Reineta,800000,,0.2,B,BN,CHD
2015,2,8,304,DICHATO,230,Corvina,2000000,,0.08,B,BN,CHD
2015,2,8,350,LO ROJAS,655,Jaiba remadora,820000,,1,B - L,BN,CHD - PP
2015,2,8,350,LO ROJAS,260,Pejerrey de mar,260000,,0.1,,,
2015,2,8,350,LO ROJAS,227,Congrio colorado,2700000,,0.8,B,BN,CHD
2015,2,8,350,LO ROJAS,654,Jaiba marmola,960000,,1.6,B - L,BN,CHD-PP
2015,2,8,350,LO ROJAS,444,Huepo o navaja de mar,960000,,6.5,B,BN,CHD-PP
2015,2,8,350,LO ROJAS,465,Navajuela,480000,,2,,,
2015,2,8,350,LO ROJAS,406,Almeja,250000,,0.1,,,
2015,2,8,350,LO ROJAS,213,Blanquillo,400000,,0.3,B,BN,CHD
2015,2,8,350,LO ROJAS,407,Taquilla,80000,,1,B,BN,CHD-PP
2015,2,8,350,LO ROJAS,230,Corvina,2950000,,0.6,B -L,BN,CHD
2015,2,8,350,LO ROJAS,658,Jaiba reina,980000,,0.3,B,BN,CHD-PP
2015,2,8,350,LO ROJAS,820,Piure,500000,,0.1,B,BN,CHD
2015,2,8,350,LO ROJAS,653,Jaiba peluda,940000,,0.9,B,BN,CHD-PP
2015,2,8,350,LO ROJAS,236,Lenguado,4700000,,0.2,B,BN,CHD
2015,2,8,350,LO ROJAS,274,Reineta,1100000,,2,B -L,BN,CHD-PP
2015,2,8,350,LO ROJAS,655,Jaiba remadora,820000,,0.6,B -L,BN,CHD-PP
2015,2,8,350,LO ROJAS,227,Congrio colorado,2800000,,0.2,B,BN,CHD
2015,2,8,350,LO ROJAS,229,Congrio negro,1800000,,0.6,B,BN,CHD
2015,2,8,350,LO ROJAS,654,Jaiba marmola,960000,,0.1,B - L,BN,CHD - PP
2015,2,8,350,LO ROJAS,444,Huepo o navaja de mar,960000,,7.4,B,BN,CHD-PP
2015,2,8,350,LO ROJAS,465,Navajuela,480000,,0.8,B,BN,CHD-PP
2015,2,8,350,LO ROJAS,406,Almeja,250000,,0.3,B,BN,CHD
2015,2,8,350,LO ROJAS,213,Blanquillo,350000,,0.2,B,BN,CHD
2015,2,8,350,LO ROJAS,407,Taquilla,80000,,3,B,BN,CHD-PP
2015,2,8,350,LO ROJAS,242,Merluza común,360000,,2.1,L,BN,CHD-PP
2015,2,8,350,LO ROJAS,230,Corvina,3000000,,0.9,B - L,BN,CHD
2015,2,8,350,LO ROJAS,658,Jaiba reina,980000,,0.1,B,BN,CHD-PP
2015,2,8,350,LO ROJAS,820,Piure,500000,,0.1,B,BN,CHD
2015,2,8,350,LO ROJAS,653,Jaiba peluda,940000,,0.1,B,BN,CHD-PP
2015,2,8,350,LO ROJAS,236,Lenguado,4700000,,0.1,B,BN,CHD
2015,2,8,350,LO ROJAS,274,Reineta,1250000,,3.1,B - L,BN,CHD-PP
2015,2,8,374,LEBU,274,Reineta,600000,,20,B - L,BN,CHD
2015,2,8,374,LEBU,217,Bacalao de profundidad,8500000,,1,L,BN,PP
2015,2,9,388,QUEULE,282,Sierra,250000,,1,L,,CHD
2015,2,9,388,QUEULE,230,Corvina,1500000,,1,L,,CHD
2015,2,9,388,QUEULE,258,Pejegallo,600000,,1,L,,CHD
2015,2,9,388,QUEULE,274,Reineta,600000,,1,L,,CHD
2015,2,9,388,QUEULE,242,Merluza común,450000,,1,L,,CHD
2015,2,10,573,LA VEGA,244,Merluza del sur,1000000,,0.8,B,BN,CHD
2015,2,10,573,LA VEGA,244,Merluza del sur,1000000,,6,L,BN,CHD
2015,2,10,474,DALCAHUE,654,Jaiba marmola,220000,,0.23,L,BN,PP
2015,2,10,474,DALCAHUE,258,Pejegallo,450000,,0.104,L,BN,CHD
2015,2,10,474,DALCAHUE,274,Reineta,400000,,0.8,L,BN,CHD
2015,2,10,474,DALCAHUE,616,Centolla,2500000,,0.43,L,BN,PP
2015,2,10,474,DALCAHUE,654,Jaiba marmola,220000,,0.32,L,BN,PP
2015,2,10,474,DALCAHUE,430,Chorito,100000,,1.84,L,BN,CHD
2015,2,10,474,DALCAHUE,244,Merluza del sur,1000000,,5.58,L,BN,PP
2015,2,10,474,DALCAHUE,228,Congrio dorado,1200000,,2.951,L,BN,PP
2015,2,11,514,PUERTO AYSÉN,406,Almeja,400000,,,L,BN,PP
2015,2,11,514,PUERTO AYSÉN,486,Pulpo del Sur,900000,,,L,BN,PP
2015,2,11,514,PUERTO AYSÉN,267,Puye,8500000,,,L,BN,PP
2015,2,11,514,PUERTO AYSÉN,425,Cholga,140000,,,L,BN,PP
2015,2,11,514,PUERTO AYSÉN,435,Choro,140000,,,L,BN,PP
2015,2,11,514,PUERTO AYSÉN,430,Chorito,140000,,,L,BN,PP
2015,2,11,514,PUERTO AYSÉN,270,Robalo,700000,,,L,BN,PP
2015,2,11,514,PUERTO AYSÉN,440,Culengue,250000,,,L,BN,PP
2015,2,11,514,PUERTO AYSÉN,244,Merluza del sur,1100000,,4.7,L,BN,PP
2015,2,11,514,PUERTO AYSÉN,228,Congrio dorado,1000000,,,L,BN,PP
2015,2,11,514,PUERTO AYSÉN,268,Raya,900000,,,L,BN,PP
2015,2,11,514,PUERTO AYSÉN,275,Sardina austral,50000,,86.96,L,BN,PP
2015,2,11,514,PUERTO AYSÉN,654,Jaiba marmola,170000,,,L,BN,PP
2015,2,11,514,PUERTO AYSÉN,616,Centolla,2400000,,,L,BN,PP
2015,2,11,514,PUERTO AYSÉN,137,Luga negra,160000,30,,L,BN,PP
2015,2,11,514,PUERTO AYSÉN,136,Luga roja,290000,30,,L,BN,PP
2015,2,11,514,PUERTO AYSÉN,810,Erizo,210000,,,L,BN,PP
2015,2,11,514,PUERTO AYSÉN,406,Almeja,400000,,,L,BN,PP
2015,2,11,514,PUERTO AYSÉN,486,Pulpo del Sur,900000,,,L,BN,PP
2015,2,11,514,PUERTO AYSÉN,267,Puye,8500000,,,L,BN,PP
2015,2,11,514,PUERTO AYSÉN,425,Cholga,140000,,,L,BN,PP
2015,2,11,514,PUERTO AYSÉN,435,Choro,140000,,,L,BN,PP
2015,2,11,514,PUERTO AYSÉN,430,Chorito,140000,,,L,BN,PP
2015,2,11,514,PUERTO AYSÉN,270,Robalo,700000,,,L,BN,PP
2015,2,11,514,PUERTO AYSÉN,440,Culengue,250000,,,L,BN,PP
2015,2,11,514,PUERTO AYSÉN,244,Merluza del sur,1100000,,1.257,L,BN,PP
2015,2,11,514,PUERTO AYSÉN,228,Congrio dorado,1000000,,,L,BN,PP
2015,2,11,514,PUERTO AYSÉN,268,Raya,1000000,,,L,BN,PP
2015,2,11,514,PUERTO AYSÉN,275,Sardina austral,50000,,97.32,L,BN,PP
2015,2,11,514,PUERTO AYSÉN,654,Jaiba marmola,170000,,,L,BN,PP
2015,2,11,514,PUERTO AYSÉN,616,Centolla,2400000,,,L,BN,PP
2015,2,11,514,PUERTO AYSÉN,138,Luga cuchara o corta,160000,30,,L,BN,PP
